id,Date,Venue,Round,Round.Number,Home.Team,Home.Goals,Home.Behinds,Home.Points,Away.Team,Away.Goals,Away.Behinds,Away.Points,Margin
1013,"2019-08-17 19:25:00","Perth Stadium",R22,22,Fremantle,7,13,55,Essendon,13,9,87,-32
1014,"2019-08-18 13:10:00",M.C.G.,R22,22,Richmond,13,10,88,"West Coast",13,4,82,6
1015,"2019-08-18 15:20:00","Sydney Showground",R22,22,GWS,9,11,65,Footscray,19,12,126,-61
1016,"2019-08-18 16:40:00",Docklands,R22,22,Hawthorn,18,10,118,"Gold Coast",7,6,48,70
1017,"2019-08-23 19:50:00",M.C.G.,R23,23,Collingwood,10,16,76,Essendon,10,5,65,11
1018,"2019-08-24 13:45:00",S.C.G.,R23,23,Sydney,17,7,109,"St Kilda",8,16,64,45
1019,"2019-08-24 14:10:00","Bellerive Oval",R23,23,"North Melbourne",13,10,88,Melbourne,12,11,83,5
1020,"2019-08-24 16:35:00","Kardinia Park",R23,23,Geelong,19,15,129,Carlton,8,13,61,68
1021,"2019-08-24 18:10:00",Carrara,R23,23,"Gold Coast",7,13,55,GWS,20,7,127,-72
1022,"2019-08-24 19:25:00","Perth Stadium",R23,23,"West Coast",9,13,67,Hawthorn,16,9,105,-38
1023,"2019-08-25 13:10:00","Eureka Stadium",R23,23,Footscray,18,13,121,Adelaide,13,9,87,34
1024,"2019-08-25 15:20:00",M.C.G.,R23,23,Richmond,12,10,82,"Brisbane Lions",8,7,55,27
1025,"2019-08-25 16:10:00","Adelaide Oval",R23,23,"Port Adelaide",15,20,110,Fremantle,10,7,67,43
1026,"2019-09-05 18:10:00","Perth Stadium",EF,24,"West Coast",17,14,116,Essendon,9,7,61,55
1027,"2019-09-06 19:50:00",M.C.G.,QF,24,Collingwood,9,7,61,Geelong,7,9,51,10
1028,"2019-09-07 15:20:00","Sydney Showground",EF,24,GWS,16,17,113,Footscray,8,7,55,58
1029,"2019-09-07 19:25:00",Gabba,QF,24,Richmond,18,4,112,"Brisbane Lions",8,17,65,47
1030,"2019-09-13 19:50:00",M.C.G.,SF,25,Geelong,13,10,88,"West Coast",10,8,68,20
1031,"2019-09-14 19:25:00",Gabba,SF,25,GWS,12,11,83,"Brisbane Lions",11,14,80,3
1032,"2019-09-20 19:50:00",M.C.G.,PF,26,Richmond,12,13,85,Geelong,9,12,66,19
1033,"2019-09-21 16:35:00",M.C.G.,PF,26,GWS,8,8,56,Collingwood,7,10,52,4
1034,"2019-09-28 14:30:00",M.C.G.,GF,27,Richmond,17,12,114,GWS,3,7,25,89
